Timestamp,Temperature[degC],Humidity[percent],PM[ug/m^3],PM[V],Latitude[deg],Longitude[deg],Altitude[m]
03/16/2017 06:59:50,17.60,63.26,2.63,0.391,---,---,---
03/16/2017 07:00:50,17.58,63.32,2.42,0.376,---,---,---
03/16/2017 07:01:50,17.60,63.26,2.10,0.352,---,---,---
03/16/2017 07:02:51,17.61,63.30,2.87,0.409,---,---,---
03/16/2017 07:03:50,17.62,63.06,2.29,0.367,---,---,---
03/16/2017 07:04:50,17.62,62.92,2.39,0.374,---,---,---
03/16/2017 07:05:50,17.62,63.04,2.53,0.384,---,---,---
03/16/2017 07:06:50,17.62,63.03,1.55,0.311,---,---,---
03/16/2017 07:07:50,17.62,62.88,1.70,0.323,---,---,---
03/16/2017 07:08:50,17.62,62.92,2.35,0.371,---,---,---
03/16/2017 07:09:50,17.61,63.03,3.39,0.447,---,---,---
03/16/2017 07:10:50,17.61,62.93,2.25,0.364,---,---,---
03/16/2017 07:11:50,17.62,62.70,1.86,0.335,---,---,---
03/16/2017 07:12:50,17.62,62.75,1.90,0.337,---,---,---
03/16/2017 07:13:51,17.61,62.92,1.77,0.327,---,---,---
03/16/2017 07:14:50,17.62,62.84,2.24,0.363,---,---,---
03/16/2017 07:15:50,17.63,62.80,1.61,0.316,---,---,---
03/16/2017 07:16:50,17.62,62.81,1.13,0.280,---,---,---
03/16/2017 07:17:50,17.61,62.73,2.14,0.355,---,---,---
03/16/2017 07:18:50,17.59,62.59,2.43,0.376,---,---,---
03/16/2017 07:19:50,17.59,62.63,2.00,0.345,---,---,---
03/16/2017 07:20:50,17.59,62.63,2.09,0.351,---,---,---
03/16/2017 07:21:50,17.58,62.59,2.66,0.394,---,---,---
03/16/2017 07:22:50,17.58,62.42,2.31,0.368,---,---,---
03/16/2017 07:23:50,17.58,62.34,1.62,0.317,---,---,---
03/16/2017 07:24:51,17.57,62.55,2.03,0.347,---,---,---
03/16/2017 07:25:50,17.56,62.51,2.17,0.357,---,---,---
03/16/2017 07:26:50,17.55,62.42,1.95,0.341,---,---,---
03/16/2017 07:27:50,17.53,62.44,2.25,0.363,---,---,---
03/16/2017 07:28:50,17.53,62.50,1.49,0.306,---,---,---
03/16/2017 07:29:50,17.52,62.43,2.80,0.404,---,---,---
03/16/2017 07:30:50,17.51,62.30,2.76,0.401,---,---,---
03/16/2017 07:31:50,17.50,62.20,1.69,0.321,---,---,---
03/16/2017 07:32:50,17.48,62.37,1.91,0.338,---,---,---
03/16/2017 07:33:50,17.47,62.54,2.02,0.346,---,---,---
03/16/2017 07:34:50,17.47,62.50,1.55,0.311,---,---,---
03/16/2017 07:35:51,17.47,62.43,1.68,0.320,---,---,---
03/16/2017 07:36:50,17.47,62.39,1.17,0.283,---,---,---
03/16/2017 07:37:50,17.47,62.34,1.73,0.325,---,---,---
03/16/2017 07:38:50,17.47,62.25,1.22,0.286,---,---,---
03/16/2017 07:39:50,17.47,62.18,2.02,0.346,---,---,---
03/16/2017 07:40:50,17.46,62.43,1.59,0.314,---,---,---
03/16/2017 07:41:50,17.45,62.44,0.98,0.268,---,---,---
03/16/2017 07:42:50,17.45,62.28,1.28,0.291,---,---,---
03/16/2017 07:43:50,17.46,62.14,0.46,0.228,---,---,---
03/16/2017 07:44:50,17.45,62.15,0.63,0.241,---,---,---
03/16/2017 07:45:50,17.45,62.18,2.12,0.354,---,---,---
03/16/2017 07:46:51,17.45,62.47,1.99,0.344,---,---,---
03/16/2017 07:47:50,17.45,62.27,0.79,0.254,---,---,---
03/16/2017 07:48:50,17.45,62.25,2.19,0.359,---,---,---
03/16/2017 07:49:50,17.45,62.22,2.15,0.356,---,---,---
03/16/2017 07:50:50,17.44,62.43,1.65,0.319,---,---,---
03/16/2017 07:51:50,17.42,62.38,2.61,0.390,---,---,---
03/16/2017 07:52:50,17.41,62.11,1.60,0.314,---,---,---
03/16/2017 07:53:50,17.39,62.24,1.52,0.309,---,---,---
03/16/2017 07:54:50,17.39,62.37,1.07,0.275,---,---,---
03/16/2017 07:55:50,17.38,62.35,2.97,0.416,---,---,---
03/16/2017 07:56:50,17.37,62.35,1.75,0.326,---,---,---
03/16/2017 07:57:51,17.37,62.48,2.58,0.388,---,---,---
03/16/2017 07:58:50,17.37,62.37,0.92,0.264,---,---,---
03/16/2017 07:59:50,17.37,62.29,1.48,0.305,---,---,---
03/16/2017 08:00:50,17.37,62.36,0.70,0.246,---,---,---
03/16/2017 08:01:50,17.37,62.32,2.00,0.345,---,---,---
03/16/2017 08:02:50,17.36,62.35,1.70,0.323,---,---,---
03/16/2017 08:03:50,17.36,62.15,1.05,0.273,---,---,---
03/16/2017 08:04:50,17.35,62.18,1.52,0.309,---,---,---
03/16/2017 08:05:50,17.33,62.26,1.53,0.309,---,---,---
03/16/2017 08:06:50,17.33,62.17,0.86,0.259,---,---,---
03/16/2017 08:07:50,17.33,62.27,0.86,0.259,---,---,---
03/16/2017 08:08:51,17.32,62.34,1.31,0.293,---,---,---
03/16/2017 08:09:50,17.31,62.31,0.57,0.237,---,---,---
03/16/2017 08:10:50,17.31,62.42,1.43,0.302,---,---,---
03/16/2017 08:11:50,17.31,62.49,1.74,0.325,---,---,---
03/16/2017 08:12:50,17.31,62.42,1.61,0.315,---,---,---
03/16/2017 08:13:50,17.31,62.42,0.93,0.264,---,---,---
03/16/2017 08:14:50,17.31,62.40,0.83,0.257,---,---,---
03/16/2017 08:15:50,17.31,62.27,1.20,0.285,---,---,---
03/16/2017 08:16:50,17.31,62.28,1.23,0.287,---,---,---
03/16/2017 08:17:50,17.30,62.39,1.42,0.302,---,---,---
03/16/2017 08:18:50,17.31,62.33,1.70,0.323,---,---,---
03/16/2017 08:19:51,17.31,62.31,0.74,0.250,---,---,---
03/16/2017 08:20:50,17.31,62.27,0.92,0.263,---,---,---
03/16/2017 08:21:50,17.31,62.28,0.00,0.194,---,---,---
03/16/2017 08:22:50,17.31,62.34,1.22,0.286,---,---,---
03/16/2017 08:23:50,17.31,62.37,1.24,0.288,---,---,---
03/16/2017 08:24:50,17.30,62.31,0.81,0.255,---,---,---
03/16/2017 08:25:51,17.30,62.23,1.07,0.275,---,---,---
03/16/2017 08:26:51,17.29,62.30,0.71,0.248,---,---,---
03/16/2017 08:27:51,17.29,62.25,0.58,0.238,---,---,---
03/16/2017 08:28:51,17.28,62.39,1.30,0.292,---,---,---
03/16/2017 08:29:51,17.28,62.36,0.40,0.224,---,---,---
03/16/2017 08:30:52,17.29,62.15,0.08,0.200,---,---,---
03/16/2017 08:31:51,17.29,62.09,1.81,0.331,---,---,---
03/16/2017 08:32:51,17.27,62.23,1.32,0.294,---,---,---
03/16/2017 08:33:51,17.27,61.92,0.54,0.235,---,---,---
03/16/2017 08:34:51,17.27,62.16,0.47,0.229,---,---,---
03/16/2017 08:35:51,17.27,62.25,0.72,0.248,---,---,---
03/16/2017 08:36:51,17.26,62.22,1.79,0.329,---,---,---
03/16/2017 08:37:51,17.25,62.15,1.01,0.270,---,---,---
03/16/2017 08:38:51,17.26,62.17,1.14,0.280,---,---,---
03/16/2017 08:39:51,17.25,62.26,0.40,0.224,---,---,---
03/16/2017 08:40:51,17.26,62.13,0.35,0.220,---,---,---
03/16/2017 08:41:52,17.24,62.05,0.19,0.208,---,---,---
03/16/2017 08:42:51,17.25,62.20,0.00,0.193,---,---,---
03/16/2017 08:43:51,17.24,62.25,0.25,0.212,---,---,---
03/16/2017 08:44:51,17.24,62.25,0.10,0.201,---,---,---
03/16/2017 08:45:51,17.24,62.26,0.28,0.214,---,---,---
03/16/2017 08:46:51,17.23,62.18,0.70,0.247,---,---,---
03/16/2017 08:47:51,17.24,62.13,0.67,0.244,---,---,---
03/16/2017 08:48:51,17.23,62.23,0.80,0.254,---,---,---
03/16/2017 08:49:51,17.23,62.32,1.19,0.284,---,---,---
03/16/2017 08:50:51,17.23,62.33,0.89,0.261,---,---,---
03/16/2017 08:51:51,17.24,62.28,0.24,0.211,---,---,---
03/16/2017 08:52:52,17.23,62.29,1.29,0.292,---,---,---
03/16/2017 08:53:51,17.24,62.32,0.98,0.268,---,---,---
03/16/2017 08:54:51,17.24,62.26,0.54,0.234,---,---,---
03/16/2017 08:55:51,17.24,62.13,0.65,0.243,---,---,---
03/16/2017 08:56:51,17.24,62.15,1.02,0.271,---,---,---
03/16/2017 08:57:51,17.24,62.12,0.84,0.257,---,---,---
03/16/2017 08:58:51,17.26,61.94,1.03,0.272,---,---,---
03/16/2017 08:59:51,17.25,62.07,0.00,0.188,---,---,---
03/16/2017 09:00:51,17.24,62.25,0.61,0.240,---,---,---
03/16/2017 09:01:51,17.26,62.07,1.87,0.335,---,---,---
03/16/2017 09:02:51,17.26,62.03,0.40,0.224,---,---,---
03/16/2017 09:03:52,17.25,62.13,1.42,0.301,---,---,---
03/16/2017 09:04:51,17.24,62.13,0.60,0.239,---,---,---
03/16/2017 09:05:51,17.25,61.98,0.28,0.215,---,---,---
03/16/2017 09:06:51,17.26,62.08,0.00,0.176,---,---,---
03/16/2017 09:07:51,17.26,61.90,0.56,0.236,---,---,---
03/16/2017 09:08:51,17.27,61.91,0.84,0.257,---,---,---
03/16/2017 09:09:51,17.27,61.89,0.13,0.203,---,---,---
03/16/2017 09:10:51,17.26,61.80,1.93,0.339,---,---,---
03/16/2017 09:11:51,17.24,62.00,1.09,0.277,---,---,---
03/16/2017 09:12:51,17.26,62.00,0.00,0.180,---,---,---
03/16/2017 09:13:51,17.25,62.05,0.68,0.245,---,---,---
03/16/2017 09:14:52,17.26,61.74,1.33,0.294,---,---,---
03/16/2017 09:15:51,17.26,61.76,0.50,0.232,---,---,---
03/16/2017 09:16:51,17.24,61.94,0.00,0.173,---,---,---
03/16/2017 09:17:51,17.23,61.97,0.00,0.185,---,---,---
03/16/2017 09:18:51,17.24,61.90,0.46,0.228,---,---,---
03/16/2017 09:19:51,17.23,61.97,0.20,0.208,---,---,---
03/16/2017 09:20:51,17.23,62.02,0.89,0.261,---,---,---
03/16/2017 09:21:51,17.23,61.94,1.48,0.306,---,---,---
03/16/2017 09:22:51,17.23,61.97,0.10,0.201,---,---,---
03/16/2017 09:23:51,17.23,62.04,0.54,0.234,---,---,---
03/16/2017 09:24:51,17.24,62.03,0.29,0.216,---,---,---
03/16/2017 09:25:52,17.23,62.08,1.19,0.284,---,---,---
03/16/2017 09:26:51,17.23,61.97,1.18,0.283,---,---,---
03/16/2017 09:27:51,17.23,61.94,0.00,0.183,---,---,---
03/16/2017 09:28:51,17.23,62.02,0.00,0.161,---,---,---
03/16/2017 09:29:51,17.24,61.84,0.00,0.170,---,---,---
03/16/2017 09:30:51,17.24,61.79,0.00,0.189,---,---,---
03/16/2017 09:31:51,17.24,61.92,0.18,0.207,---,---,---
03/16/2017 09:32:51,17.23,61.97,0.92,0.263,---,---,---
03/16/2017 09:33:51,17.23,61.96,0.78,0.253,---,---,---
03/16/2017 09:34:51,17.23,61.92,0.22,0.210,---,---,---
03/16/2017 09:35:51,17.22,61.99,0.93,0.265,---,---,---
03/16/2017 09:36:52,17.22,62.07,0.87,0.259,---,---,---
03/16/2017 09:37:51,17.22,61.95,1.60,0.315,---,---,---
03/16/2017 09:38:51,17.22,61.93,0.25,0.212,---,---,---
03/16/2017 09:39:51,17.21,62.00,0.63,0.242,---,---,---
03/16/2017 09:40:51,17.21,62.05,1.53,0.309,---,---,---
03/16/2017 09:41:51,17.23,62.01,0.00,0.184,---,---,---
03/16/2017 09:42:51,17.23,62.01,0.00,0.167,---,---,---
03/16/2017 09:43:51,17.24,61.93,0.51,0.233,---,---,---
03/16/2017 09:44:51,17.24,61.89,0.00,0.188,---,---,---
03/16/2017 09:45:51,17.23,61.96,2.29,0.367,---,---,---
03/16/2017 09:46:51,17.24,61.95,0.00,0.191,---,---,---
03/16/2017 09:47:52,17.26,61.88,0.00,0.170,---,---,---
03/16/2017 09:48:51,17.26,61.93,0.00,0.173,---,---,---
03/16/2017 09:49:51,17.26,61.93,0.00,0.181,---,---,---
03/16/2017 09:50:51,17.25,61.97,0.00,0.163,---,---,---
03/16/2017 09:51:51,17.25,61.95,0.60,0.239,---,---,---
03/16/2017 09:52:51,17.26,61.87,1.58,0.313,---,---,---
03/16/2017 09:53:51,17.26,61.79,1.75,0.326,---,---,---
03/16/2017 09:54:51,17.26,61.81,0.02,0.194,---,---,---
03/16/2017 09:55:51,17.25,61.94,0.00,0.165,---,---,---
03/16/2017 09:56:51,17.26,61.91,0.53,0.234,---,---,---
03/16/2017 09:57:51,17.27,61.81,0.00,0.191,---,---,---
03/16/2017 09:58:52,17.27,61.88,0.34,0.219,---,---,---
03/16/2017 09:59:51,17.26,61.97,0.58,0.238,---,---,---
03/16/2017 10:00:51,17.28,61.94,0.78,0.253,---,---,---
03/16/2017 10:01:51,17.29,61.89,0.90,0.262,---,---,---
03/16/2017 10:02:51,17.29,61.82,0.00,0.176,---,---,---
03/16/2017 10:03:51,17.31,61.78,0.12,0.203,---,---,---
03/16/2017 10:04:51,17.32,61.87,0.00,0.165,---,---,---
03/16/2017 10:05:51,17.33,61.88,0.07,0.199,---,---,---
03/16/2017 10:06:51,17.34,61.86,0.14,0.204,---,---,---
03/16/2017 10:07:51,17.35,61.88,0.00,0.185,---,---,---
03/16/2017 10:08:51,17.35,61.83,0.43,0.226,---,---,---
03/16/2017 10:09:52,17.34,61.90,0.00,0.187,---,---,---
03/16/2017 10:10:51,17.35,61.88,0.00,0.179,---,---,---
03/16/2017 10:11:51,17.35,61.87,0.00,0.180,---,---,---
03/16/2017 10:12:51,17.35,61.77,0.00,0.166,---,---,---
03/16/2017 10:13:51,17.36,61.72,0.00,0.174,---,---,---
03/16/2017 10:14:51,17.36,61.69,1.41,0.300,---,---,---
03/16/2017 10:15:51,17.36,61.51,1.56,0.312,---,---,---
03/16/2017 10:16:51,17.35,61.59,1.09,0.277,---,---,---
03/16/2017 10:17:51,17.35,61.55,0.00,0.184,---,---,---
03/16/2017 10:18:51,17.35,61.51,0.54,0.235,---,---,---
03/16/2017 10:19:51,17.37,61.41,0.41,0.225,---,---,---
03/16/2017 10:20:52,17.35,61.50,0.43,0.226,---,---,---
03/16/2017 10:21:51,17.34,61.49,0.00,0.162,---,---,---
03/16/2017 10:22:51,17.35,61.44,0.00,0.181,---,---,---
03/16/2017 10:23:51,17.34,61.38,0.11,0.201,---,---,---
03/16/2017 10:24:51,17.34,61.44,0.41,0.225,---,---,---
03/16/2017 10:25:51,17.33,61.47,1.72,0.324,---,---,---
03/16/2017 10:26:51,17.32,61.49,0.03,0.195,---,---,---
03/16/2017 10:27:51,17.34,61.28,0.00,0.167,---,---,---
03/16/2017 10:28:51,17.35,61.14,0.41,0.224,---,---,---
03/16/2017 10:29:51,17.31,61.32,0.03,0.196,---,---,---
03/16/2017 10:30:51,17.30,61.34,0.46,0.228,---,---,---
03/16/2017 10:31:52,17.30,61.36,0.00,0.192,---,---,---
03/16/2017 10:32:51,17.29,61.32,0.14,0.204,---,---,---
03/16/2017 10:33:51,17.28,61.45,0.00,0.169,---,---,---
03/16/2017 10:34:51,17.27,61.48,0.10,0.201,---,---,---
03/16/2017 10:35:51,17.27,61.43,0.11,0.202,---,---,---
03/16/2017 10:36:51,17.26,61.39,0.66,0.243,---,---,---
03/16/2017 10:37:51,17.24,61.50,0.76,0.251,---,---,---
03/16/2017 10:38:51,17.24,61.52,0.00,0.170,---,---,---
03/16/2017 10:39:51,17.24,61.36,0.52,0.233,---,---,---
03/16/2017 10:40:51,17.23,61.55,0.85,0.258,---,---,---
03/16/2017 10:41:51,17.23,61.52,0.23,0.211,---,---,---
03/16/2017 10:42:52,17.23,61.63,0.00,0.190,---,---,---
03/16/2017 10:43:51,17.23,61.61,0.00,0.168,---,---,---
03/16/2017 10:44:51,17.22,61.69,0.61,0.240,---,---,---
03/16/2017 10:45:51,17.24,61.66,0.16,0.205,---,---,---
03/16/2017 10:46:51,17.25,61.72,0.00,0.177,---,---,---
03/16/2017 10:47:51,17.25,61.72,2.68,0.396,---,---,---
03/16/2017 10:48:51,17.25,61.75,0.94,0.265,---,---,---
03/16/2017 10:49:51,17.26,61.70,1.03,0.272,---,---,---
03/16/2017 10:50:51,17.27,61.71,0.37,0.222,---,---,---
03/16/2017 10:51:51,17.28,61.67,0.28,0.215,---,---,---
03/16/2017 10:52:51,17.28,61.71,0.38,0.222,---,---,---
03/16/2017 10:53:52,17.28,61.66,0.19,0.208,---,---,---
03/16/2017 10:54:51,17.29,61.67,0.61,0.240,---,---,---
03/16/2017 10:55:51,17.30,61.67,1.02,0.271,---,---,---
03/16/2017 10:56:51,17.30,61.67,0.04,0.197,---,---,---
03/16/2017 10:57:51,17.31,61.64,0.00,0.191,---,---,---
03/16/2017 10:58:51,17.31,61.64,0.04,0.196,---,---,---
03/16/2017 10:59:51,17.32,61.65,0.11,0.201,---,---,---
03/16/2017 11:00:51,17.33,61.61,0.50,0.231,---,---,---
03/16/2017 11:01:51,17.33,61.66,0.80,0.254,---,---,---
03/16/2017 11:02:51,17.34,61.58,0.00,0.178,---,---,---
03/16/2017 11:03:51,17.34,61.60,0.00,0.170,---,---,---
03/16/2017 11:04:52,17.35,61.59,0.04,0.196,---,---,---
03/16/2017 11:05:51,17.36,61.58,1.77,0.327,---,---,---
03/16/2017 11:06:51,17.36,61.60,0.00,0.183,---,---,---
03/16/2017 11:07:51,17.37,61.57,0.58,0.238,---,---,---
03/16/2017 11:08:51,17.37,61.55,0.57,0.237,---,---,---
03/16/2017 11:09:51,17.37,61.59,0.00,0.181,---,---,---
03/16/2017 11:10:51,17.38,61.58,0.89,0.261,---,---,---
03/16/2017 11:11:51,17.40,61.57,0.40,0.224,---,---,---
03/16/2017 11:12:51,17.41,61.52,0.01,0.194,---,---,---
03/16/2017 11:13:51,17.40,61.54,0.00,0.180,---,---,---
03/16/2017 11:14:51,17.41,61.51,0.01,0.194,---,---,---
03/16/2017 11:15:52,17.40,61.50,0.00,0.186,---,---,---
03/16/2017 11:16:51,17.41,61.47,0.42,0.226,---,---,---
03/16/2017 11:17:51,17.41,61.47,0.00,0.178,---,---,---
03/16/2017 11:18:51,17.41,61.48,0.06,0.198,---,---,---
03/16/2017 11:19:51,17.41,61.51,1.06,0.274,---,---,---
03/16/2017 11:20:51,17.42,61.46,0.22,0.210,---,---,---
03/16/2017 11:21:51,17.43,61.35,1.64,0.318,---,---,---
03/16/2017 11:22:51,17.45,61.35,0.89,0.261,---,---,---
03/16/2017 11:23:51,17.44,61.38,0.69,0.246,---,---,---
03/16/2017 11:24:51,17.45,61.35,0.00,0.176,---,---,---
03/16/2017 11:25:51,17.45,61.21,0.00,0.170,---,---,---
03/16/2017 11:26:52,17.45,61.14,0.34,0.219,---,---,---
03/16/2017 11:27:51,17.45,61.06,0.00,0.162,---,---,---
03/16/2017 11:28:51,17.45,60.98,0.51,0.232,---,---,---
03/16/2017 11:29:51,17.43,61.01,0.04,0.196,---,---,---
03/16/2017 11:30:51,17.45,61.02,0.05,0.197,---,---,---
03/16/2017 11:31:51,17.45,61.01,1.10,0.277,---,---,---
03/16/2017 11:32:51,17.45,61.08,0.46,0.228,---,---,---
03/16/2017 11:33:51,17.45,61.09,0.00,0.181,---,---,---
03/16/2017 11:34:51,17.45,61.07,1.08,0.276,---,---,---
03/16/2017 11:35:51,17.45,61.10,0.00,0.193,---,---,---
03/16/2017 11:36:51,17.45,61.02,0.25,0.212,---,---,---
03/16/2017 11:37:52,17.45,60.99,0.00,0.182,---,---,---
03/16/2017 11:38:51,17.45,60.93,0.00,0.163,---,---,---
03/16/2017 11:39:51,17.45,60.95,0.00,0.177,---,---,---
03/16/2017 11:40:51,17.45,60.97,0.19,0.208,---,---,---
03/16/2017 11:41:51,17.45,60.99,1.39,0.299,---,---,---
03/16/2017 11:42:51,17.45,60.93,0.08,0.199,---,---,---
03/16/2017 11:43:51,17.45,60.99,0.00,0.182,---,---,---
03/16/2017 11:44:51,17.45,60.97,0.27,0.214,---,---,---
03/16/2017 11:45:51,17.45,60.96,0.39,0.223,---,---,---
03/16/2017 11:46:51,17.45,60.95,1.15,0.281,---,---,---
03/16/2017 11:47:51,17.45,60.94,0.36,0.221,---,---,---
03/16/2017 11:48:52,17.45,60.95,0.19,0.208,---,---,---
03/16/2017 11:49:51,17.46,60.88,0.33,0.219,---,---,---
03/16/2017 11:50:51,17.47,60.86,0.34,0.219,---,---,---
03/16/2017 11:51:51,17.46,60.83,0.27,0.214,---,---,---
03/16/2017 11:52:51,17.46,60.84,0.00,0.188,---,---,---
03/16/2017 11:53:51,17.47,60.76,0.13,0.204,---,---,---
03/16/2017 11:54:51,17.47,60.72,0.32,0.218,---,---,---
03/16/2017 11:55:51,17.47,60.69,0.00,0.094,---,---,---
03/16/2017 11:56:51,17.47,60.67,0.00,0.164,---,---,---
03/16/2017 11:57:51,17.47,60.67,0.00,0.094,---,---,---
03/16/2017 11:58:51,17.47,60.57,0.19,0.208,---,---,---
03/16/2017 11:59:52,17.47,60.58,0.00,0.106,---,---,---
03/16/2017 12:00:51,17.47,60.52,0.00,0.076,---,---,---
03/16/2017 12:01:51,17.47,60.56,0.00,0.150,---,---,---
03/16/2017 12:02:51,17.47,60.49,0.00,0.106,---,---,---
03/16/2017 12:03:51,17.47,60.47,0.00,0.181,---,---,---
03/16/2017 12:04:51,17.47,60.42,0.00,0.046,---,---,---
03/16/2017 12:05:51,17.48,60.44,0.00,0.084,---,---,---
03/16/2017 12:06:51,17.47,60.35,0.00,0.067,---,---,---
03/16/2017 12:07:51,17.47,60.29,0.00,0.181,---,---,---
03/16/2017 12:08:51,17.47,60.22,0.00,0.088,---,---,---
03/16/2017 12:09:51,17.47,60.17,0.00,0.052,---,---,---
03/16/2017 12:10:52,17.47,60.13,0.00,0.064,---,---,---
03/16/2017 12:11:51,17.47,60.11,0.00,0.099,---,---,---
03/16/2017 12:12:51,17.47,60.17,0.00,0.089,---,---,---
03/16/2017 12:13:51,17.47,60.14,0.00,0.088,---,---,---
03/16/2017 12:14:51,17.47,60.18,0.00,0.077,---,---,---
03/16/2017 12:15:51,17.47,60.29,0.00,0.078,---,---,---
03/16/2017 12:16:51,17.47,60.39,0.00,0.090,---,---,---
03/16/2017 12:17:51,17.49,60.57,0.00,0.076,---,---,---
03/16/2017 12:18:51,17.49,60.45,0.00,0.165,---,---,---
03/16/2017 12:19:51,17.51,60.38,0.00,0.161,---,---,---
03/16/2017 12:20:51,17.53,60.39,0.00,0.071,---,---,---
03/16/2017 12:21:52,17.53,60.36,0.00,0.095,---,---,---
03/16/2017 12:22:51,17.53,60.42,0.00,0.067,---,---,---
03/16/2017 12:23:51,17.54,60.37,0.00,0.072,---,---,---
03/16/2017 12:24:51,17.55,60.34,0.00,0.063,---,---,---
03/16/2017 12:25:51,17.55,60.38,0.00,0.084,---,---,---
03/16/2017 12:26:51,17.57,60.45,0.00,0.130,---,---,---
